osa:4323962	Os01g0524400
osa:4333637	Os03g0661900
osa:4333647	Os03g0663100
osa:4333648	Os03g0663400
osa:4333649	Os03g0663500
osa:4333650	Os03g0663700
osa:4333652	Os03g0663900
osa:4333654	Os03g0664700; K15175 parafibromin
osa:4333655	Os03g0664800
osa:4333656	Os03g0665000
osa:4333657	Os03g0665200
osa:4333658	Os03g0665700
osa:4333659	Os03g0665800
osa:4333660	Os03g0666100
osa:4333661	Os03g0666200
osa:4333662	Os03g0666500; K07887 Ras-related protein Rab-5A
osa:4333663	Os03g0666600
osa:4333664	Os03g0666700
osa:4333665	Os03g0666800
osa:4333666	Os03g0667100; K14508 regulatory protein NPR1
osa:4333667	Os03g0667300
osa:4333668	Os03g0667400
osa:4333669	Os03g0667500; K14709 solute carrier family 39 (zinc transporter), member 1/2/3
osa:4333672	Os03g0667800; K02971 small subunit ribosomal protein S21e
osa:4333673	Os03g0668000
osa:4333674	Os03g0668300
osa:4333675	Os03g0668400
osa:4333676	Os03g0668500
osa:4333677	Os03g0668900
osa:4333678	Os03g0669000; K14777 ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13]
osa:4333679	Os03g0669100; K01520 dUTP pyrophosphatase [EC:3.6.1.23]
osa:4333680	Os03g0669200; K04536 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
osa:4333681	Os03g0669300
osa:4333682	Os03g0669600
osa:4333683	Os03g0669800
osa:4333684	Os03g0670000
osa:4333685	Os03g0670100
osa:4333686	Os03g0670200; K05284 phosphatidylinositol glycan, class M [EC:2.4.1.-]
osa:4333690	Os03g0670700
osa:4333691	Os03g0671800
osa:4333694	Os03g0672300; K00873 pyruvate kinase [EC:2.7.1.40]
osa:4333695	Os03g0672400
osa:4333696	Os03g0672700
osa:4333697	Os03g0672900
osa:4333698	Os03g0673000
osa:4333700	Os03g0673600
osa:4333702	Os03g0673800
osa:4333703	Os03g0674300
osa:4333704	Os03g0674600
osa:4333705	Os03g0674700
osa:4333706	Os03g0675000
osa:4333707	Os03g0675300
osa:4333708	Os03g0675600
osa:4333709	Os03g0675700
osa:4333710	Os03g0676100
osa:4333711	Os03g0676300
osa:4333712	Os03g0676400
osa:4333713	Os03g0678100
osa:4333714	Os03g0678400; K10666 E3 ubiquitin-protein ligase RNF5 [EC:6.3.2.19]
osa:4333715	Os03g0678800
osa:4333716	Os03g0679000
osa:4333717	Os03g0679100
osa:4333719	Os03g0679700; K03147 thiamine biosynthesis protein ThiC
osa:4333720	Os03g0679800
osa:4333722	Os03g0680100
osa:4333723	Os03g0680200
osa:4333724	Os03g0680400
osa:4333725	Os03g0680500
osa:4333726	Os03g0680800
osa:4333727	Os03g0681300
osa:4333728	Os03g0681400; K10688 ubiquitin-conjugating enzyme E2 W [EC:6.3.2.19]
osa:4333729	Os03g0681700; K08266 G protein beta subunit-like
osa:4333730	Os03g0681800; K11584 protein phosphatase 2 (formerly 2A), regulatory subunit B'
osa:4333731	Os03g0681900; K12885 heterogeneous nuclear ribonucleoprotein G
osa:4333732	Os03g0682200; K11593 eukaryotic translation initiation factor 2C
osa:4333733	Os03g0682600; K11593 eukaryotic translation initiation factor 2C
osa:4333734	Os03g0683300
osa:4333735	Os03g0683700
osa:4333736	Os03g0683800
osa:4333737	Os03g0683900
osa:4333738	Os03g0684000
osa:4333739	Os03g0684100
osa:4333741	Os03g0684400; K16075 magnesium transporter
osa:4333742	Os03g0684500
osa:4333744	Os03g0684700
osa:4333746	Os03g0685000; K02639 ferredoxin
osa:4333747	Os03g0685100; K03437 RNA methyltransferase, TrmH family
osa:4333748	Os03g0685300
osa:4333749	Os03g0685500
osa:4333750	Os03g0685600
osa:4333751	Os03g0685700
osa:4333752	Os03g0685800
osa:4333753	Os03g0685900
osa:4333754	Os03g0686100
osa:4333757	Os03g0686500
osa:4333758	Os03g0686700
osa:4333759	Os03g0686900
osa:4333761	Os03g0687200
osa:4333762	Os03g0687700
osa:4333763	Os03g0687800
osa:4333764	Os03g0687900
osa:4333765	Os03g0688000
osa:4333766	Os03g0688200
osa:4333767	Os03g0688300; K13412 calcium-dependent protein kinase [EC:2.7.11.1]
osa:4333768	Os03g0689100
osa:4333770	Os03g0689300; K01535 H+-transporting ATPase [EC:3.6.3.6]
osa:4333771	Os03g0689400
osa:4333772	Os03g0689900
osa:4333773	Os03g0690000
osa:4333774	Os03g0690500
osa:4333775	Os03g0690600
osa:4333780	Os03g0691400
osa:4333781	Os03g0691500
osa:4333783	Os03g0691800
osa:4333784	Os03g0692000
osa:4333785	Os03g0692400
osa:4333786	Os03g0692500
osa:4333788	Os03g0693000
osa:4333789	Os03g0693400
osa:4333790	Os03g0693600; K13692 UDP-glucose:(indol-3-yl)acetate beta-D-glucosyltransferase [EC:2.4.1.121]
osa:4333791	Os03g0693700
osa:4333792	Os03g0693800
osa:4333793	Os03g0693900
osa:4333794	Os03g0694000
osa:4333795	Os03g0694500
osa:4333796	Os03g0694600
osa:4333797	Os03g0694700
osa:4333798	Os03g0694800
osa:4333799	Os03g0694900; K01873 valyl-tRNA synthetase [EC:6.1.1.9]
osa:4333801	Os03g0695400
osa:4333802	Os03g0695500
osa:4333803	Os03g0695600; K02734 20S proteasome subunit beta 4 [EC:3.4.25.1]
osa:4333804	Os03g0695700
osa:4333805	Os03g0696000
osa:4333806	Os03g0696300; K08064 nuclear transcription factor Y, alpha
osa:4333807	Os03g0697200
osa:4333809	Os03g0698500
osa:4333810	Os03g0698800
osa:4333811	Os03g0698900; K04711 dihydroceramidase [EC:3.5.1.-]
osa:4333812	Os03g0699000
osa:4333813	Os03g0699100
osa:4333814	Os03g0699200; K14843 pescadillo
osa:4333815	Os03g0699300; K01939 adenylosuccinate synthase [EC:6.3.4.4]
osa:4333816	Os03g0699400; K00670 peptide alpha-N-acetyltransferase [EC:2.3.1.88]
osa:4333817	Os03g0699600
osa:4333818	Os03g0699700; K15718 linoleate 9S-lipoxygenase [EC:1.13.11.58]
osa:4333819	Os03g0699800
osa:4333820	Os03g0700200
osa:4333821	Os03g0700400; K15718 linoleate 9S-lipoxygenase [EC:1.13.11.58]
osa:4333822	Os03g0700600
osa:4333823	Os03g0700700; K15718 linoleate 9S-lipoxygenase [EC:1.13.11.58]
osa:4333824	Os03g0700800; K14513 ethylene-insensitive protein 2
osa:4333825	Os03g0701000
osa:4333826	Os03g0701100; K12817 pre-mRNA-splicing factor 18
osa:4333827	Os03g0701200; K07025 putative hydrolase of the HAD superfamily
osa:4333828	Os03g0701300
osa:4333830	Os03g0701500
osa:4333831	Os03g0701600
osa:4333832	Os03g0701700; K14509 ethylene receptor [EC:2.7.13.-]
osa:4333833	Os03g0701800; K00889 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
osa:4333834	Os03g0701900; K13114 pinin
osa:4333835	Os03g0702000
osa:4333836	Os03g0702100
osa:4333837	Os03g0702400
osa:4333838	Os03g0702500
osa:4333839	Os03g0702700
osa:4333840	Os03g0702800; K03265 peptide chain release factor subunit 1
osa:4333841	Os03g0703000; K05350 beta-glucosidase [EC:3.2.1.21]
osa:4333842	Os03g0703100
osa:4333843	Os03g0703200
osa:4333844	Os03g0703300
osa:4333845	Os03g0703400; K13414 mitogen-activated protein kinase kinase kinase 1, plant [EC:2.7.11.25]
osa:4333846	Os03g0703600
osa:4333847	Os03g0703900
osa:4333848	Os03g0704000; K02952 small subunit ribosomal protein S13
osa:4333849	Os03g0704100
osa:4333851	Os03g0704400; K08866 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
osa:4333853	Os03g0705300; K00889 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
osa:4333855	Os03g0705800
osa:4333856	Os03g0706500
osa:4333857	Os03g0706900
osa:4333858	Os03g0707200
osa:4333859	Os03g0707300
osa:4333860	Os03g0707600; K14494 DELLA protein
osa:4333861	Os03g0707900
osa:4333862	Os03g0708000; K01047 secretory phospholipase A2 [EC:3.1.1.4]
osa:4333863	Os03g0708100
osa:4333864	Os03g0708400
osa:4333865	Os03g0708500
osa:4333866	Os03g0708600; K12858 ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]
osa:4333867	Os03g0708700
osa:4333869	Os03g0708900
osa:4333870	Os03g0709000; K00799 glutathione S-transferase [EC:2.5.1.18]
osa:4333871	Os03g0709100
osa:4333872	Os03g0709300
osa:4333874	Os03g0710000
osa:4333877	Os03g0710500; K09490 heat shock 70kDa protein 5
osa:4333878	Os03g0710600
osa:4333879	Os03g0710700
osa:4333880	Os03g0710800; K06630 14-3-3 protein epsilon
osa:4333881	Os03g0710900; K09313 homeobox protein cut-like
osa:4333882	Os03g0711100
osa:4333883	Os03g0711200; K00888 phosphatidylinositol 4-kinase [EC:2.7.1.67]
osa:4333884	Os03g0711300
osa:4333885	Os03g0711400; K05236 coatomer protein complex, subunit alpha (xenin)
osa:4333886	Os03g0711500; K05236 coatomer protein complex, subunit alpha (xenin)
osa:4333887	Os03g0711600
osa:4333888	Os03g0711700; K03000 DNA-directed RNA polymerase I subunit RPA12
osa:4333889	Os03g0711800
osa:4333890	Os03g0712100
osa:4333891	Os03g0712200
osa:4333892	Os03g0712300; K10704 ubiquitin-conjugating enzyme E2 variant
osa:4333893	Os03g0712400
osa:4333894	Os03g0712600
osa:4333895	Os03g0712700; K01835 phosphoglucomutase [EC:5.4.2.2]
osa:4333896	Os03g0712800; K01915 glutamine synthetase [EC:6.3.1.2]
osa:4333898	Os03g0713000; K01754 threonine dehydratase [EC:4.3.1.19]
osa:4333899	Os03g0713100
osa:4333900	Os03g0713200
osa:4333901	Os03g0713400; K03934 NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]
osa:4333902	Os03g0713600
osa:4333905	Os03g0714400; K06883
osa:4333906	Os03g0714800
osa:4333908	Os03g0715400
osa:4333909	Os03g0715500
osa:4333910	Os03g0716200
osa:4333912	Os03g0717000; K00924 [EC:2.7.1.-]
osa:4333915	Os03g0717600; K12827 splicing factor 3A subunit 3
osa:4333916	Os03g0717700
osa:4333917	Os03g0717900
osa:4333918	Os03g0718000; K01658 anthranilate synthase component II [EC:4.1.3.27]
osa:4333919	Os03g0718100; K10355 actin, other eukaryote
osa:4333920	Os03g0718200
osa:4333922	Os03g0718600; K02258 cytochrome c oxidase assembly protein subunit 11
osa:4333923	Os03g0718800
osa:4333924	Os03g0719000
osa:4333925	Os03g0719100
osa:4333926	Os03g0719300
osa:4333927	Os03g0719400
osa:4333928	Os03g0719500
osa:4333929	Os03g0719700
osa:4333930	Os03g0719800; K12120 phytochrome A
osa:4333931	Os03g0719900
osa:4333932	Os03g0720300; K01580 glutamate decarboxylase [EC:4.1.1.15]
osa:4333933	Os03g0720400
osa:4333934	Os03g0720800; K09422 myb proto-oncogene protein, plant
osa:4333935	Os03g0721200
osa:4333936	Os03g0721300
osa:4333937	Os03g0721400
osa:4333938	Os03g0721700
osa:4333939	Os03g0721900; K11251 histone H2A
osa:4333940	Os03g0722000
osa:4333941	Os03g0722100
osa:4333942	Os03g0722200
osa:4333943	Os03g0722400
osa:4333944	Os03g0722500
osa:4333945	Os03g0722600
osa:4333947	Os03g0722800
osa:4333948	Os03g0723000
osa:4333949	Os03g0723400
osa:4333950	Os03g0723600
osa:4333952	Os03g0723800
osa:4333953	Os03g0724100
osa:4333955	Os03g0724300
osa:4333956	Os03g0724500
osa:4333957	Os03g0724600
osa:4333958	Os03g0724700; K06287 septum formation protein
osa:4333959	Os03g0724800
osa:4333960	Os03g0725000; K02933 large subunit ribosomal protein L6
osa:4333961	Os03g0725100
osa:4333962	Os03g0725200
osa:4333963	Os03g0725300
osa:4333964	Os03g0725400; K14963 COMPASS component SWD3
osa:4333965	Os03g0725800
osa:4333966	Os03g0726100; K07374 tubulin alpha
osa:4333967	Os03g0726200; K00913 inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]
osa:4333968	Os03g0726300
osa:4333969	Os03g0726400
osa:4333970	Os03g0726500
osa:4333971	Os03g0726800
osa:4333972	Os03g0726900; K10606 E3 ubiquitin-protein ligase FANCL [EC:6.3.2.19]
osa:4333973	Os03g0727000
osa:4333974	Os03g0727100
osa:4333975	Os03g0727200
osa:4333976	Os03g0727600; K01762 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
osa:4333977	Os03g0727800
osa:4333978	Os03g0727900
osa:4333979	Os03g0728100
osa:4333980	Os03g0728200
osa:4333981	Os03g0728500
osa:4333982	Os03g0728600
osa:4333983	Os03g0728800; K14810 ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13]
osa:4333984	Os03g0728900
osa:4333985	Os03g0729000
osa:4333986	Os03g0729100
osa:4333987	Os03g0729200
osa:4333988	Os03g0729300
osa:4333990	Os03g0729500
osa:4333991	Os03g0729600
osa:4333992	Os03g0729700; K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
osa:4333993	Os03g0729800
osa:4333994	Os03g0729900
osa:4333995	Os03g0730000
osa:4333997	Os03g0730500; K16296 serine carboxypeptidase-like clade I [EC:3.4.16.-]
osa:4333998	Os03g0730800; K01537 Ca2+-transporting ATPase [EC:3.6.3.8]
osa:4333999	Os03g0731100
osa:4334001	Os03g0731500; K01404 leishmanolysin [EC:3.4.24.36]
osa:4334002	Os03g0731800
osa:4334003	Os03g0731900; K03527 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2]
osa:4334004	Os03g0732000; K03527 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2]
osa:4334005	Os03g0732200
osa:4334007	Os03g0732800
osa:4334008	Os03g0733000
osa:4334009	Os03g0733400
osa:4334010	Os03g0733600
osa:4334011	Os03g0733800; K00391 [EC:1.8.4.-]
osa:4334012	Os03g0734000
osa:4334013	Os03g0734100
osa:4334014	Os03g0734200
osa:4334015	Os03g0734300
osa:4334016	Os03g0734400; K02935 large subunit ribosomal protein L7/L12
osa:4334017	Os03g0734500
osa:4334018	Os03g0734700; K15115 solute carrier family 25 (mitochondrial folate transporter), member 32
osa:4334019	Os03g0734900
osa:4334020	Os03g0735000; K00975 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
osa:4334021	Os03g0735100; K14548 U3 small nucleolar RNA-associated protein 4
osa:4334022	Os03g0735200
osa:4334023	Os03g0735300
osa:4334026	Os03g0735900
osa:4334027	Os03g0736000; K12605 CCR4-NOT transcription complex subunit 2
osa:4334028	Os03g0736200
osa:4334029	Os03g0736300; K01179 endoglucanase [EC:3.2.1.4]
osa:4334030	Os03g0736400
osa:4334032	Os03g0736600
osa:4334033	Os03g0736700
osa:4334034	Os03g0736900
osa:4334035	Os03g0737000
osa:4334038	Os03g0737300
osa:4334039	Os03g0737400
osa:4334040	Os03g0737600; K06634 cyclin H
osa:4334042	Os03g0737800
osa:4334043	Os03g0737900
osa:4334044	Os03g0738000
osa:4334045	Os03g0738100; K08873 PI-3-kinase-related kinase SMG-1
osa:4334047	Os03g0738300
osa:4334048	Os03g0738400; K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]
osa:4334049	Os03g0738600; K15718 linoleate 9S-lipoxygenase [EC:1.13.11.58]
osa:4334050	Os03g0738700
osa:4334052	Os03g0738900
osa:4334054	Os03g0739700
osa:4334055	Os03g0740200
osa:4334056	Os03g0740600; K00809 deoxyhypusine synthase [EC:2.5.1.46]
osa:4334057	Os03g0740700
osa:4334058	Os03g0740800; K10886 DNA-repair protein XRCC4
osa:4334060	Os03g0741100
osa:4334062	Os03g0741400
osa:4334063	Os03g0741500
osa:4334064	Os03g0741600
osa:4334066	Os03g0742300
osa:4334067	Os03g0742400; K16075 magnesium transporter
osa:4334068	Os03g0742800; K14006 protein transport protein SEC23
osa:4334069	Os03g0742900
osa:4334071	Os03g0743400; K11251 histone H2A
osa:4334072	Os03g0743500; K02183 calmodulin
osa:4334073	Os03g0743900; K13811 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
osa:4334074	Os03g0744100
osa:4334075	Os03g0744200
osa:4334076	Os03g0744300
osa:4334077	Os03g0744600
osa:4334078	Os03g0744700
osa:4334079	Os03g0744800
osa:4334080	Os03g0745000; K09419 heat shock transcription factor, other eukaryote
osa:4334081	Os03g0745100
osa:4334082	Os03g0745200
osa:4334083	Os03g0745400
osa:4334084	Os03g0745500
osa:4334085	Os03g0745600; K06890
osa:4334086	Os03g0745700
osa:4334087	Os03g0746000
osa:4334088	Os03g0746400
osa:4334089	Os03g0746500
osa:4334090	Os03g0746600
osa:4334091	Os03g0746700
osa:4334092	Os03g0746800; K15443 tRNA (guanine-N(7)-)-methyltransferase subunit TRM82
osa:4334093	Os03g0746900
osa:4334094	Os03g0747100
osa:4334095	Os03g0747200
osa:4334096	Os03g0747300
osa:4334097	Os03g0747400
osa:4334098	Os03g0747500
osa:4334099	Os03g0747600
osa:4334100	Os03g0747700
osa:4334101	Os03g0747800; K01738 cysteine synthase A [EC:2.5.1.47]
osa:4334102	Os03g0747900; K10357 myosin V
osa:4334103	Os03g0748000
osa:4334104	Os03g0748100; K00059 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
osa:4334105	Os03g0748200; K11346 inhibitor of growth protein 4
osa:4334106	Os03g0748300
osa:4334107	Os03g0748400; K08832 serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
osa:4334108	Os03g0748500
osa:4334109	Os03g0748600
osa:4334110	Os03g0748700
osa:4334111	Os03g0748800
osa:4334112	Os03g0748900
osa:4334113	Os03g0749100; K05349 beta-glucosidase [EC:3.2.1.21]
osa:4334114	Os03g0749300; K05349 beta-glucosidase [EC:3.2.1.21]
osa:4334116	Os03g0749500
osa:4334117	Os03g0749800; K08864 tousled-like kinase [EC:2.7.11.1]
osa:4334118	Os03g0749900
osa:4334119	Os03g0750000
osa:4334120	Os03g0750100
osa:4334123	Os03g0750400
osa:4334124	Os03g0750500
osa:4334125	Os03g0750700
osa:4334126	Os03g0750800; K11314 transcriptional adapter 2-alpha
osa:4334127	Os03g0750900
osa:4334128	Os03g0751000
osa:4334129	Os03g0751100
osa:4334131	Os03g0751400; K02933 large subunit ribosomal protein L6
osa:4334132	Os03g0751600
osa:4334133	Os03g0751800
osa:4334134	Os03g0752000
osa:4334135	Os03g0752100
osa:4334137	Os03g0752300; K05389 potassium channel subfamily K, other eukaryote
osa:4334139	Os03g0752700
osa:4334140	Os03g0752800; K09264 MADS-box transcription factor, plant
osa:4334141	Os03g0753100
osa:4334142	Os03g0753500
osa:4334143	Os03g0753600
osa:4334145	Os03g0754200; K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1]
osa:4334147	Os03g0754500
osa:4334148	Os03g0754800; K15121 solute carrier family 25, member 44
osa:4334149	Os03g0754900; K14406 cleavage stimulation factor subunit 1
osa:4334150	Os03g0755000
osa:4334151	Os03g0755100
osa:4334152	Os03g0755700; K02872 large subunit ribosomal protein L13Ae
osa:4334153	Os03g0755800
osa:4334154	Os03g0756000; K02872 large subunit ribosomal protein L13Ae
osa:4334156	Os03g0756200
osa:4334157	Os03g0756300
osa:4334158	Os03g0756400
osa:4334159	Os03g0756700
osa:4334160	Os03g0756800
osa:4334161	Os03g0757000
osa:4334162	Os03g0757100
osa:4334163	Os03g0757200
osa:4334165	Os03g0757400
osa:4334166	Os03g0757500
osa:4334167	Os03g0757600
osa:4334169	Os03g0757900; K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
osa:4334170	Os03g0758000
osa:4334171	Os03g0758100; K00688 starch phosphorylase [EC:2.4.1.1]
osa:4334172	Os03g0758300; K05391 cyclic nucleotide gated channel, other eukaryote
osa:4334173	Os03g0758400
osa:4334174	Os03g0758500
osa:4334175	Os03g0758600
osa:4334176	Os03g0758700
osa:4334177	Os03g0758800; K03263 translation initiation factor 5A
osa:4334178	Os03g0758900
osa:4334179	Os03g0759000
osa:4334180	Os03g0759500; K02607 origin recognition complex subunit 5
osa:4334181	Os03g0759700
osa:4334182	Os03g0760000
osa:4334183	Os03g0760200; K00517 [EC:1.14.-.-]
osa:4334184	Os03g0760300
osa:4334186	Os03g0760500
osa:4334187	Os03g0760600
osa:4334188	Os03g0760700; K00133 aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
osa:4334189	Os03g0760800
osa:4334190	Os03g0761000
osa:4334191	Os03g0761100
osa:4334192	Os03g0761200
osa:4334193	Os03g0761300
osa:4334194	Os03g0761500
osa:4334195	Os03g0761700
osa:4334196	Os03g0761900; K00472 prolyl 4-hydroxylase [EC:1.14.11.2]
osa:4334198	Os03g0762100
osa:4334199	Os03g0762200
osa:4334200	Os03g0762300
osa:4334201	Os03g0762400; K00430 peroxidase [EC:1.11.1.7]
osa:4334202	Os03g0762500
osa:4334203	Os03g0762700
osa:4334205	Os03g0762900
osa:4334206	Os03g0763000; K03097 casein kinase II subunit alpha [EC:2.7.11.1]
osa:4334212	Os03g0764000
osa:4334213	Os03g0764100
osa:4334214	Os03g0764300
osa:4334215	Os03g0764500
osa:4334216	Os03g0764600
osa:4334218	Os03g0764800; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
osa:4334219	Os03g0764900
osa:4334220	Os03g0765000; K08850 aurora kinase, other [EC:2.7.11.1]
osa:4334221	Os03g0765100
osa:4334222	Os03g0765200; K03100 signal peptidase I [EC:3.4.21.89]
osa:4334224	Os03g0765800
osa:4334225	Os03g0765900
osa:4334226	Os03g0766000
osa:4334227	Os03g0766100
osa:4334229	Os03g0766500
osa:4334230	Os03g0766600
osa:4334231	Os03g0766800
osa:4334232	Os03g0766900; K11876 proteasome assembly chaperone 2
osa:4334233	Os03g0767000; K01723 hydroperoxide dehydratase [EC:4.2.1.92]
osa:4334234	Os03g0767500
osa:4334235	Os03g0767600
osa:4334236	Os03g0767700
osa:4334237	Os03g0767800
osa:4334238	Os03g0767900
osa:4334245	Os03g0768900
osa:4334246	Os03g0769000
osa:4334247	Os03g0769100; K02996 small subunit ribosomal protein S9
osa:4334249	Os03g0769400
osa:4334250	Os03g0769500; K13448 calcium-binding protein CML
osa:4334251	Os03g0769600; K07399 cytochrome c biogenesis protein
osa:4334252	Os03g0769700
osa:4334253	Os03g0769800
osa:4334254	Os03g0769900
osa:4334255	Os03g0770000
osa:4334256	Os03g0770100
osa:4334257	Os03g0770700
osa:4334258	Os03g0770800
osa:4334259	Os03g0770900
osa:4334260	Os03g0771100; K09422 myb proto-oncogene protein, plant
osa:4334261	Os03g0771500
osa:4334263	Os03g0772300
osa:4334265	Os03g0772600
osa:4334266	Os03g0772800; K02266 cytochrome c oxidase subunit 6a
osa:4334267	Os03g0772900
osa:4334268	Os03g0773000
osa:4334269	Os03g0773100
osa:4334271	Os03g0773300
osa:4334272	Os03g0773600; K10401 kinesin family member 18/19
osa:4334273	Os03g0773700
osa:4334274	Os03g0773800; K00026 malate dehydrogenase [EC:1.1.1.37]
osa:4334276	Os03g0774200; K03941 NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]
osa:4334277	Os03g0774300
osa:4334278	Os03g0774400
osa:4334279	Os03g0774600
osa:4334280	Os03g0774700
osa:4334282	Os03g0774900
osa:4334283	Os03g0775000
osa:4334284	Os03g0775200
osa:4334285	Os03g0775300; K15449 tRNA wybutosine-synthesizing protein 1
osa:4334286	Os03g0775400
osa:4334287	Os03g0775500
osa:4334288	Os03g0775600
osa:4334289	Os03g0775700
osa:4334290	Os03g0776000; K01810 glucose-6-phosphate isomerase [EC:5.3.1.9]
osa:4334291	Os03g0776100
osa:4334292	Os03g0776400
osa:4334293	Os03g0776900; K09539 DnaJ homolog subfamily C member 19
osa:4334294	Os03g0777000
osa:4334295	Os03g0777100
osa:4334296	Os03g0777500
osa:4334297	Os03g0777600
